0,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
597,841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20,0,0,SOTON/O2 3101287,7.925,,S
598,842,0,2,"Mudd, Mr. Thomas Charles",male,16,0,0,S.O./P.P. 3,10.5,,S
599,846,0,3,"Abbing, Mr. Anthony",male,42,0,0,C.A. 5547,7.55,,S
600,847,0,3,"Sage, Mr. Douglas Bullen",male,,8,2,CA. 2343,69.55,,S
601,848,0,3,"Markoff, Mr. Marin",male,35,0,0,349213,7.8958,,C
602,849,0,2,"Harper, Rev. John",male,28,0,1,248727,33,,S
603,851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,347082,31.275,,S
604,852,0,3,"Svensson, Mr. Johan",male,74,0,0,347060,7.775,,S
605,853,0,3,"Boulos, Miss. Nourelain",female,9,1,1,2678,15.2458,,C
606,854,1,1,"Lines, Miss. Mary Conover",female,16,0,1,PC 17592,39.4,D28,S
607,856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18,0,1,392091,9.35,,S
608,857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1,36928,164.8667,,S
609,859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,0,3,2666,19.2583,,C
610,861,0,3,"Hansen, Mr. Claus Peter",male,41,2,0,350026,14.1083,,S
611,863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,0,17466,25.9292,D17,S
612,865,0,2,"Gill, Mr. John William",male,24,0,0,233866,13,,S
613,866,1,2,"Bystrom, Mrs. (Karolina)",female,42,0,0,236852,13,,S
614,867,1,2,"Duran y More, Miss. Asuncion",female,27,1,0,SC/PARIS 2149,13.8583,,C
615,868,0,1,"Roebling, Mr. Washington Augustus II",male,31,0,0,PC 17590,50.4958,A24,S
616,869,0,3,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,,S
617,870,1,3,"Johnson, Master. Harold Theodor",male,4,1,1,347742,11.1333,,S
618,872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,1,1,11751,52.5542,D35,S
619,874,0,3,"Vander Cruyssen, Mr. Victor",male,47,0,0,345765,9,,S
620,875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28,1,0,P/PP 3381,24,,C
621,876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15,0,0,2667,7.225,,C
622,877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20,0,0,7534,9.8458,,S
623,879,0,3,"Laleff, Mr. Kristo",male,,0,0,349217,7.8958,,S
624,880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,0,1,11767,83.1583,C50,C
625,881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,1,230433,26,,S
626,882,0,3,"Markun, Mr. Johann",male,33,0,0,349257,7.8958,,S
627,885,0,3,"Sutehall, Mr. Henry Jr",male,25,0,0,SOTON/OQ 392076,7.05,,S
628,886,0,3,"Rice, Mrs. William (Margaret Norton)",female,39,0,5,382652,29.125,,Q
629,887,0,2,"Montvila, Rev. Juozas",male,27,0,0,211536,13,,S
630,888,1,1,"Graham, Miss. Margaret Edith",female,19,0,0,112053,30,B42,S
631,890,1,1,"Behr, Mr. Karl Howell",male,26,0,0,111369,30,C148,C
